,Date,Close
0,2018-07-16,48.26847839355469
1,2018-07-17,48.37525177001953
2,2018-07-18,48.45459747314453
3,2018-07-19,48.5764045715332
4,2018-07-20,48.68246841430664
5,2018-07-21,48.67641830444336
6,2018-07-22,48.55111312866211
7,2018-07-23,48.536746978759766
8,2018-07-24,48.66781234741211
9,2018-07-25,48.66514205932617
10,2018-07-26,48.70744323730469
11,2018-07-27,48.92495346069336
12,2018-07-28,49.253543853759766
13,2018-07-29,49.341346740722656
14,2018-07-30,49.51768112182617
15,2018-07-31,49.8970947265625
16,2018-08-01,49.97888946533203
17,2018-08-02,49.83600616455078
18,2018-08-03,49.715633392333984
19,2018-08-04,50.05922317504883
20,2018-08-05,50.25546646118164
21,2018-08-06,50.5623779296875
22,2018-08-07,50.74009323120117
23,2018-08-08,51.044960021972656
24,2018-08-09,51.15235137939453
25,2018-08-10,51.250301361083984
26,2018-08-11,51.661903381347656
27,2018-08-12,51.91353988647461
28,2018-08-13,51.7489128112793
29,2018-08-14,51.799468994140625
30,2018-08-15,51.93546676635742
31,2018-08-16,52.14169692993164
32,2018-08-17,52.2828369140625
33,2018-08-18,52.4736213684082
34,2018-08-19,52.723751068115234
35,2018-08-20,52.78028106689453
36,2018-08-21,53.1106071472168
37,2018-08-22,53.18276596069336
38,2018-08-23,53.44211959838867
39,2018-08-24,53.79380416870117
40,2018-08-25,53.84966278076172
41,2018-08-26,54.13444137573242
42,2018-08-27,54.51737594604492
43,2018-08-28,54.572505950927734
44,2018-08-29,54.64295959472656
45,2018-08-30,54.554588317871094
46,2018-08-31,54.77516555786133
47,2018-09-01,54.70780944824219
48,2018-09-02,55.43449401855469
49,2018-09-03,55.44921875
50,2018-09-04,55.584136962890625
51,2018-09-05,55.60070037841797
52,2018-09-06,55.56510925292969
53,2018-09-07,56.20625305175781
54,2018-09-08,56.13242721557617
55,2018-09-09,56.077754974365234
56,2018-09-10,56.29859161376953
57,2018-09-11,56.31952667236328
58,2018-09-12,56.37028503417969
59,2018-09-13,56.17454528808594
60,2018-09-14,56.10771942138672
61,2018-09-15,56.159202575683594
62,2018-09-16,56.21197509765625
63,2018-09-17,56.14891815185547
64,2018-09-18,56.27558898925781
65,2018-09-19,56.38032913208008
66,2018-09-20,56.34916687011719
67,2018-09-21,56.383602142333984
68,2018-09-22,56.37586212158203
69,2018-09-23,55.950950622558594
70,2018-09-24,55.8585205078125
71,2018-09-25,55.86959457397461
72,2018-09-26,55.68892288208008
73,2018-09-27,55.364498138427734
74,2018-09-28,55.53266525268555
75,2018-09-29,55.20097351074219
76,2018-09-30,55.30217361450195
77,2018-10-01,55.11652755737305
78,2018-10-02,55.165401458740234
79,2018-10-03,55.361610412597656
80,2018-10-04,55.34492492675781
81,2018-10-05,55.338958740234375
82,2018-10-06,55.154136657714844
83,2018-10-07,54.59013748168945
84,2018-10-08,54.53890609741211
85,2018-10-09,54.8457145690918
86,2018-10-10,54.74332809448242
87,2018-10-11,54.59001922607422
88,2018-10-12,53.936153411865234
89,2018-10-13,53.72590637207031
90,2018-10-14,53.81850814819336
91,2018-10-15,53.89054489135742
92,2018-10-16,53.98908233642578
93,2018-10-17,53.8209228515625
94,2018-10-18,53.74079895019531
95,2018-10-19,53.532630920410156
96,2018-10-20,53.13699722290039
97,2018-10-21,52.99575424194336
98,2018-10-22,53.61622619628906
99,2018-10-23,53.57022476196289
100,2018-10-24,53.75333023071289
101,2018-10-25,54.07664489746094
102,2018-10-26,53.78275680541992
103,2018-10-27,54.02421188354492
104,2018-10-28,53.23088836669922
105,2018-10-29,52.66378402709961
106,2018-10-30,52.697898864746094
107,2018-10-31,53.00273513793945
108,2018-11-01,52.88814163208008
109,2018-11-02,51.871978759765625
110,2018-11-03,51.91147232055664
111,2018-11-04,53.005008697509766
112,2018-11-05,52.760719299316406
113,2018-11-06,52.30292510986328
114,2018-11-07,52.107730865478516
115,2018-11-08,52.270015716552734
116,2018-11-09,51.18419647216797
117,2018-11-10,50.49834060668945
118,2018-11-11,50.183895111083984
119,2018-11-12,50.49543762207031
120,2018-11-13,50.452613830566406
121,2018-11-14,50.49013137817383
122,2018-11-15,50.14699172973633
123,2018-11-16,49.780460357666016
124,2018-11-17,48.549041748046875
125,2018-11-18,48.36434555053711
126,2018-11-19,48.13531494140625
127,2018-11-20,48.10310363769531
128,2018-11-21,47.59075164794922
129,2018-11-22,47.53722381591797
130,2018-11-23,47.149131774902344
131,2018-11-24,46.796722412109375
132,2018-11-25,46.55924606323242
133,2018-11-26,46.12508010864258
134,2018-11-27,45.896854400634766
135,2018-11-28,45.979896545410156
136,2018-11-29,45.57363510131836
137,2018-11-30,45.36788558959961
138,2018-12-01,44.41286849975586
139,2018-12-02,43.455909729003906
140,2018-12-03,43.08116912841797
141,2018-12-04,42.75445556640625
142,2018-12-05,42.37031173706055
143,2018-12-06,42.001853942871094
144,2018-12-07,41.82468032836914
145,2018-12-08,41.57817840576172
146,2018-12-09,41.41554641723633
147,2018-12-10,41.399959564208984
148,2018-12-11,41.1424560546875
149,2018-12-12,41.13467025756836
150,2018-12-13,40.90072250366211
151,2018-12-14,40.303462982177734
152,2018-12-15,40.14944839477539
153,2018-12-16,39.888309478759766
154,2018-12-17,39.601749420166016
155,2018-12-18,39.469970703125
156,2018-12-19,39.23887634277344
157,2018-12-20,38.552371978759766
158,2018-12-21,38.25862121582031
159,2018-12-22,38.131980895996094
160,2018-12-23,38.27565383911133
161,2018-12-24,38.40007781982422
162,2018-12-25,38.27245330810547
163,2018-12-26,38.16240692138672
164,2018-12-27,38.140357971191406
165,2018-12-28,38.06877517700195
166,2018-12-29,38.06868362426758
167,2018-12-30,37.935874938964844
168,2018-12-31,37.887001037597656
169,2019-01-01,37.618370056152344
170,2019-01-02,37.72061538696289
171,2019-01-03,37.65855407714844
172,2019-01-04,37.59066390991211
173,2019-01-05,37.601783752441406
174,2019-01-06,37.8564567565918
175,2019-01-07,37.83800506591797
176,2019-01-08,37.8199577331543
177,2019-01-09,37.98830032348633
178,2019-01-10,37.996028900146484
179,2019-01-11,38.0959587097168
180,2019-01-12,38.4464225769043
181,2019-01-13,38.63312530517578
182,2019-01-14,38.62800598144531
183,2019-01-15,38.592308044433594
184,2019-01-16,38.94762420654297
185,2019-01-17,38.91097640991211
186,2019-01-18,38.94506072998047
187,2019-01-19,38.88816452026367
188,2019-01-20,39.03437805175781
189,2019-01-21,38.994781494140625
190,2019-01-22,39.12915802001953
191,2019-01-23,39.2844123840332
192,2019-01-24,39.20904541015625
193,2019-01-25,39.15089416503906
194,2019-01-26,38.96664810180664
195,2019-01-27,39.17937088012695
196,2019-01-28,39.69626998901367
197,2019-01-29,40.6881103515625
198,2019-01-30,41.101314544677734
199,2019-01-31,41.136165618896484
200,2019-02-01,41.17137908935547
201,2019-02-02,41.31864929199219
202,2019-02-03,41.1883544921875
203,2019-02-04,40.967132568359375
204,2019-02-05,40.860530853271484
205,2019-02-06,40.99507141113281
206,2019-02-07,41.039791107177734
207,2019-02-08,41.124961853027344
208,2019-02-09,41.52218246459961
209,2019-02-10,41.98170852661133
210,2019-02-11,42.076053619384766
211,2019-02-12,42.20823287963867
212,2019-02-13,42.29629135131836
213,2019-02-14,42.23361587524414
214,2019-02-15,42.30519104003906
215,2019-02-16,42.546329498291016
216,2019-02-17,42.98993682861328
217,2019-02-18,43.50265121459961
218,2019-02-19,43.54579162597656
219,2019-02-20,43.72172164916992
220,2019-02-21,43.6722526550293
221,2019-02-22,43.68083953857422
222,2019-02-23,43.86914825439453
223,2019-02-24,44.000064849853516
224,2019-02-25,43.79573059082031
225,2019-02-26,44.33621597290039
226,2019-02-27,44.37333679199219
227,2019-02-28,44.682212829589844
228,2019-03-01,44.72050857543945
229,2019-03-02,44.9148063659668
230,2019-03-03,45.017696380615234
231,2019-03-04,45.098777770996094
232,2019-03-05,45.11894607543945
233,2019-03-06,45.13985061645508
234,2019-03-07,45.12353515625
235,2019-03-08,45.2292366027832
236,2019-03-09,45.442771911621094
237,2019-03-10,45.465972900390625
238,2019-03-11,45.58968734741211
239,2019-03-12,45.84922409057617
240,2019-03-13,46.0601692199707
241,2019-03-14,46.102783203125
242,2019-03-15,46.28459930419922
243,2019-03-16,46.357418060302734
244,2019-03-17,46.48751449584961
245,2019-03-18,46.850589752197266
246,2019-03-19,46.95318603515625
247,2019-03-20,47.19273376464844
248,2019-03-21,47.252254486083984
249,2019-03-22,47.229888916015625
250,2019-03-23,47.30000686645508
251,2019-03-24,47.29484558105469
252,2019-03-25,47.39590072631836
253,2019-03-26,47.494747161865234
254,2019-03-27,47.7154655456543
255,2019-03-28,48.15031814575195
256,2019-03-29,48.15277862548828
257,2019-03-30,47.982723236083984
258,2019-03-31,48.070045471191406
259,2019-04-01,47.9244384765625
260,2019-04-02,47.89688491821289
261,2019-04-03,48.09345626831055
262,2019-04-04,48.14862060546875
263,2019-04-05,48.151187896728516
264,2019-04-06,48.36949920654297
265,2019-04-07,48.266624450683594
266,2019-04-08,48.568214416503906
267,2019-04-09,48.52521514892578
268,2019-04-10,48.772666931152344
269,2019-04-11,49.111900329589844
270,2019-04-12,49.09839630126953
271,2019-04-13,49.2539176940918
272,2019-04-14,49.3373908996582
273,2019-04-15,49.26971435546875
274,2019-04-16,49.300533294677734
275,2019-04-17,49.36003494262695
276,2019-04-18,49.28809356689453
277,2019-04-19,49.146881103515625
278,2019-04-20,49.033958435058594
279,2019-04-21,48.91244125366211
280,2019-04-22,48.90266036987305
281,2019-04-23,48.95856475830078
282,2019-04-24,49.264427185058594
283,2019-04-25,49.537715911865234
284,2019-04-26,49.9726676940918
285,2019-04-27,50.02720642089844
286,2019-04-28,50.0270881652832
287,2019-04-29,50.1671028137207
288,2019-04-30,50.216697692871094
289,2019-05-01,50.52347183227539
290,2019-05-02,50.61154556274414
291,2019-05-03,50.75428009033203
292,2019-05-04,50.94868469238281
293,2019-05-05,51.07902526855469
294,2019-05-06,51.14690399169922
295,2019-05-07,51.04310989379883
296,2019-05-08,50.96289825439453
297,2019-05-09,50.753257751464844
298,2019-05-10,50.7549934387207
299,2019-05-11,50.3535041809082
300,2019-05-12,49.98386001586914
301,2019-05-13,49.91584777832031
302,2019-05-14,49.73051071166992
303,2019-05-15,49.747249603271484
304,2019-05-16,49.91843795776367
305,2019-05-17,49.602012634277344
306,2019-05-18,49.47859573364258
307,2019-05-19,49.357383728027344
308,2019-05-20,48.8107795715332
309,2019-05-21,48.49458312988281
310,2019-05-22,48.27450942993164
311,2019-05-23,47.91957473754883
312,2019-05-24,47.902984619140625
313,2019-05-25,47.42123794555664
314,2019-05-26,47.621368408203125
315,2019-05-27,47.3775520324707
316,2019-05-28,47.56691360473633
317,2019-05-29,47.3582763671875
318,2019-05-30,47.34608459472656
319,2019-05-31,47.36787796020508
320,2019-06-01,47.169349670410156
321,2019-06-02,47.057472229003906
322,2019-06-03,46.82090377807617
323,2019-06-04,46.29387283325195
324,2019-06-05,46.240211486816406
325,2019-06-06,46.06937026977539
326,2019-06-07,45.9818115234375
327,2019-06-08,45.98881530761719
328,2019-06-09,45.887123107910156
329,2019-06-10,46.27678298950195
330,2019-06-11,46.493961334228516
331,2019-06-12,46.53188705444336
332,2019-06-13,46.80292892456055
333,2019-06-14,46.83131790161133
334,2019-06-15,46.34408187866211
335,2019-06-16,46.64731979370117
336,2019-06-17,46.82096481323242
337,2019-06-18,46.962928771972656
338,2019-06-19,46.84561538696289
339,2019-06-20,47.05269241333008
340,2019-06-21,47.171939849853516
341,2019-06-22,47.33363723754883
342,2019-06-23,47.1717529296875
343,2019-06-24,47.361366271972656
344,2019-06-25,47.636985778808594
345,2019-06-26,47.93489456176758
346,2019-06-27,48.04951858520508
347,2019-06-28,48.7473258972168
348,2019-06-29,49.269954681396484
349,2019-06-30,48.842369079589844
350,2019-07-01,48.99036407470703
351,2019-07-02,49.334747314453125
352,2019-07-03,49.342750549316406
353,2019-07-04,49.5665283203125
354,2019-07-05,49.73910140991211
355,2019-07-06,50.06304168701172
356,2019-07-07,50.234310150146484
357,2019-07-08,50.22180938720703
358,2019-07-09,50.177696228027344
359,2019-07-10,50.43422317504883
360,2019-07-11,50.01860427856445
361,2019-07-12,50.264854431152344
362,2019-07-13,50.5654411315918
363,2019-07-14,50.42909240722656
364,2019-07-15,50.10580062866211
365,2019-07-16,50.0514030456543
366,2019-07-17,49.78369903564453
367,2019-07-18,50.242671966552734
368,2019-07-19,50.55904769897461
369,2019-07-20,50.70425796508789
370,2019-07-21,50.800819396972656
371,2019-07-22,50.90297317504883
372,2019-07-23,50.95819854736328
373,2019-07-24,51.2043342590332
374,2019-07-25,51.15756607055664
375,2019-07-26,51.110782623291016
376,2019-07-27,51.10935974121094
377,2019-07-28,51.09419631958008
378,2019-07-29,51.26092529296875
379,2019-07-30,51.2850341796875
380,2019-07-31,51.422725677490234
381,2019-08-01,51.4405632019043
382,2019-08-02,51.47195053100586
383,2019-08-03,51.32065963745117
384,2019-08-04,51.52854919433594
385,2019-08-05,51.64874267578125
386,2019-08-06,51.530128479003906
387,2019-08-07,51.64330291748047
388,2019-08-08,51.63388442993164
389,2019-08-09,51.732913970947266
390,2019-08-10,51.61757278442383
391,2019-08-11,51.71745300292969
392,2019-08-12,51.85235595703125
393,2019-08-13,52.090576171875
394,2019-08-14,52.37984848022461
395,2019-08-15,52.156105041503906
396,2019-08-16,52.080772399902344
397,2019-08-17,52.1356315612793
398,2019-08-18,52.133636474609375
399,2019-08-19,52.22359085083008
400,2019-08-20,52.3394889831543
401,2019-08-21,52.39430236816406
402,2019-08-22,52.510040283203125
403,2019-08-23,52.562435150146484
404,2019-08-24,52.78736114501953
405,2019-08-25,52.81541442871094
406,2019-08-26,52.872344970703125
407,2019-08-27,53.02696228027344
408,2019-08-28,52.91048049926758
409,2019-08-29,52.9138298034668
410,2019-08-30,52.83004379272461
411,2019-08-31,52.79402160644531
412,2019-09-01,52.721099853515625
413,2019-09-02,52.780174255371094
414,2019-09-03,53.154029846191406
415,2019-09-04,53.2629280090332
